Sexo,Edad,Rng_edad,EstadoCivil,Trabaja_estudia,NSE,TieneTV_Radio,TieneComputadora,TieneLaptop,TieneIPAD,TieneEquipoMusica,TieneTelfInteligente,TieneKindle,CompraComida,RopaSuper,RopaLocal,RopaTianguis,RopaCentroComerc,RopaBoutique,RopaExtranjero,RopaInternet,RopaUsada,RopaVendedorIndep,TiempLibreCasa,TiempLibreAmigos,TiempLibreRestaurante,TiempLibreCentroComercial,TiempoLibreCine,TiempoLibreExpoArte,TiempLibreConcierto,TiempLibreParque,TiempLibreMuseo,TiempLibreDiscoteca,TiempLibreClubSocial,TiempLibreDeportes,TiempLibreNaturaleza,CantidadLibros,Oficio,Idioma,GradoInstruccEncuest,P22_1,P22_2,SalidasFiestFamiliar,SalidaFiestAmigos,SalidaCarnavales,SalidaConciert_Teat,SalidaFiestaPatronal,SalidaAntros,SalidaRestaurante,SalidasConAmigos,RSArtagr_desag,RSArtEnt_abu,RSArtUtil_inut,RSArtEmoc_indf,RelacArtTV,RelacArtCine,RelacArtDiversio,RelacArtConoc,RelacArtbellez,RelacArtSenti,RelacArtCumb,RelacArtCultur,RelacArtPrivileg,RelacArtExtraord,GustoCiencia,MedDifCienciaTV,medDifCienciaRev,medDifCienciaPeriod,MedDifCienciaInternet,medDifCienciaFamilia,MedDifCienciaEscuel,DifusionCiencia,AsistencaiCiencia,AsistCienciaFamilia,AsistCienciaAmigos,AsistCienciaConocid,AsistCienciaSOLO,AsistCienciaNovio,GustoArtes,PrefArtesMus,PrefArtePint,PrefArteArtesa,PrefArteDanz,PrefArteTeat,PrefArteLiter,PrefArteCine,InfArteTv_radi,InfArteRevista,InfArtePeriod,InfoArtInternet,InfArteFam_Am,InfArtEscuela,PercepDifArte,AsistenciaArte,AsistArtFamilia,AsistArtAmigos,AsistArtConoci,AsitArtSolo,AsistArtNovio,CCGustoLeer,FrecLectura,PrefLectNove,PrefLectCuen,PrefLectComic,PrefLectPoesi,PrefLectNotInt,PrefLectNotper,PrefLectArtRev,PrefLectBlog,PrefLectRevis,PrefLectRedS,FuentLectComp,FuentLecPrest,FuentLecBiblio,FuentLecIntern,PrefMuseoArt,PrefMuseoHist,PrefMuseoCien,PrefMuseoNing,FrecAsistMuseo,AsistMuseoAmig,AsistMuseNov,AsisMuseEscue,AsisMuseFami,AsisMuseSolo,PrefMusRock,PrefMusMetal,PrefMusiPop,PrefMusiElectr,PrefMuscTradic,PrefMuscCumb,PrefMuscSalsa,PrefMuscRegu,PrefMuscTrova,PrefMuscCulta,PrefMuscRoman,GustoTV,PrefTVcaricat,PrefTVNoticias,PrefTVAnalPoli,PrefTVCultura,PrefTVSeries,PrefTVTelenov,PrefTVMusica,PrefTVDeporte,PrefTVReality,PrefTVConcur,P47_Otros,RSPolitImport,RSPolitAtracti,RSPolitUtil,RSPolitJusta,RelacPolitRobo,RelacPolitParticp,RelacPolitEnga,RelacPolitDemocr,RelacPolitCivis,RelacPolitParti,RelacPolitIgual,RelacPolitPueb,RelacPolitViole,RelacPolitGarant,RSEducEntret,RSEducUtil,RSEducPlacer,RSEducAnticua,RelacEduNeces,RelacEduDiner,RelacEduCult,RelacEduPosS,RelacEduValo,RelacEduLibe,RelacEduDerec,RelacEduPrivileg,RelacEduCertificados,RelacEduCompro,Ciudad
Hombre,20,18 a 20,Soltero,Estudio,AB,Sí,Sí,Sí,Sí,Sí,Sí,No,Supermercado,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,Sí,No,No,No,Más de 100,No,Sí,Preparatoria Completa,Doctorado,Universidad Completa,Sí,Sí,No,No,No,Sí,Sí,Sí,Desagradables,Aburridas,Útiles,Indiferentes,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Sí,Sí,Sí,Sí,No,No,No,Sí,1 o 2 veces al mes,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Por lo menos una vez por semana,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,Sí,No,Relevante (importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Entretenida,Útil,Placer,Moderna,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Mexico
Mujer,21,21 a 24,Soltero,Trabajo y Estudio,AB,Sí,No,Sí,Sí,Sí,Sí,No,Supermercado,Sí,Sí,No,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,1 a 10,Sí,Sí,Universidad Incompleta,Diplomado / Maestria,Diplomado / Maestria,No,No,No,No,No,Sí,Sí,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Sí,No,No,No,Sí,No,No,No,1 o 2 veces al año,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,Sí,Por lo menos 1 o 2 veces por semana,Sí,No,No,No,Sí,Sí,Diario,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,No,No,Irrelevante (no importante),Atractiva (Buena),Útil,Injusta,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Entretenida,Útil,Placer,Obsoleta,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Mexico
Hombre,17,15 a 17,Soltero,Estudio,C+,Sí,No,No,No,Sí,Sí,No,Supermercado,No,No,Sí,Sí,No,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,1 a 10,No,No,Bachillerato Incompleto,Universidad Incompleta,Universidad Incompleta,No,Sí,No,No,No,No,No,Sí,Desagradables,Aburridas,Inútiles,Indiferentes,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,Por lo menos 1 o 2 veces por semana,Sí,Sí,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Sí,No,Relevante (importante),Repulsiva (Mala),Útil,Injusta,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Aburrida,Útil,Obligación,Obsoleta,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Mexico
Mujer,21,21 a 24,Soltero,Estudio,C,Sí,Sí,No,No,Sí,Sí,No,Supermercado,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,1 a 10,Sí,No,Universidad Incompleta,Preparatoria Completa,Preparatoria Completa,No,Sí,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Poco relacionado,Poco relacionado,Relacionado,Relacionado,Sí,No,No,Sí,Sí,No,No,Sí,1 o dos veces por semana,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,Sí,Por lo menos 1 o 2 veces por semana,Sí,Sí,No,No,Sí,Sí,Por lo menos una vez por semana,Sí,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,No,No,No,Relevante (importante),Atractiva (Buena),Útil,Injusta,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Relacionado,Relacionado,Muy relacionado,Entretenida,Útil,Obligación,Obsoleta,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Mexico
Hombre,12,12 a 14,Soltero,Estudio,C-,Sí,No,Sí,No,Sí,Sí,No,Supermercado,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,Ninguno,No,No,Secundaria Incompleta,Universidad Incompleta,Preparatoria Completa,No,No,No,No,No,No,No,Sí,Desagradables,Aburridas,Inútiles,Indiferentes,Poco relacionado,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Poco relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Totalmente relacionado,Relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Entretenida,Inútil,Obligación,Obsoleta,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Mexico
Hombre,20,18 a 20,Soltero,Estudio,C,Sí,Sí,No,No,Sí,Sí,No,Supermercado,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,1 a 10,Sí,No,Universidad Incompleta,Universidad Completa,Universidad Completa,No,Sí,No,No,No,No,Sí,Sí,Desagradables,Aburridas,Inútiles,Indiferentes,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Entretenida,Útil,Obligación,Moderna,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Mexico
Mujer,21,21 a 24,Soltero,Trabajo y Estudio,C+,Sí,No,Sí,No,No,Sí,No,Supermercado,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,1 a 10,Sí,No,Preparatoria Completa,Universidad Completa,Universidad Completa,No,No,No,No,No,Sí,No,Sí,Desagradables,Aburridas,Inútiles,Indiferentes,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,Sí,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Aburrida,Inútil,Obligación,Moderna,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Mexico
Hombre,18,18 a 20,Soltero,Estudio,C+,Sí,No,Sí,No,Sí,Sí,No,Supermercado,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Ninguno,Sí,No,Bachillerato Incompleto,Universidad Completa,Universidad Completa,No,No,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Indiferentes,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Muy relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,No,Sí,Por lo menos 1 o 2 veces por semana,No,Sí,No,No,Sí,Sí,Por lo menos una vez por semana,Sí,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,Sí,No,No,No,Relevante (importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Totalmente relacionado,Poco relacionado,Relacionado,Muy relacionado,Muy relacionado,Entretenida,Inútil,Placer,Moderna,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Mexico
Mujer,16,15 a 17,Soltero,Estudio,AB,Sí,No,No,Sí,Sí,Sí,No,Supermercado,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,1 a 10,No,No,Bachillerato Incompleto,Diplomado / Maestria,Preparatoria Completa,No,No,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Indiferentes,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,Sí,No,Sí,No,Sí,No,No,No,Por lo menos 1 o 2 veces por semana,Sí,Sí,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,No,No,Relevante (importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Muy relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Totalmente relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Aburrida,Útil,Obligación,Obsoleta,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Relacionado,Relacionado,Mexico
Hombre,17,15 a 17,Soltero,Estudio,AB,Sí,No,Sí,No,Sí,Sí,No,Supermercado,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,1 a 10,No,No,Bachillerato Incompleto,Diplomado / Maestria,Universidad Completa,No,Sí,No,No,No,No,No,Sí,Desagradables,Aburridas,Inútiles,Indiferentes,Relacionado,Relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Por lo menos 3-5 veces al año,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Aburrida,Útil,Obligación,Moderna,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Mexico
Hombre,22,21 a 24,Unión Libre,Trabajo,C,Sí,No,Sí,No,Sí,Sí,No,Supermercado,No,No,No,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,1 a 10,Sí,No,Preparatoria Completa,Universidad Incompleta,Preparatoria Completa,No,Sí,No,No,No,No,No,Sí,Desagradables,Aburridas,Inútiles,Indiferentes,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Aburrida,Inútil,Obligación,Moderna,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Mexico
Mujer,20,18 a 20,Soltero,Trabajo y Estudio,C+,Sí,No,Sí,No,No,Sí,No,Supermercado,No,Sí,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,Ninguno,Sí,No,Preparatoria Completa,Universidad Incompleta,Universidad Incompleta,No,No,No,No,No,Sí,Sí,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Sí,No,No,No,Sí,No,No,No,1 o dos veces por semana,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,No,Sí,Una o dos veces al mes,Sí,Sí,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Aburrida,Inútil,Obligación,Obsoleta,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Mexico
Mujer,16,15 a 17,Soltero,Estudio,C+,Sí,No,Sí,No,Sí,Sí,No,Supermercado,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,1 a 10,No,No,Bachillerato Incompleto,Universidad Completa,Universidad Completa,No,Sí,No,No,No,Sí,No,Sí,Desagradables,Aburridas,Inútiles,Indiferentes,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Sí,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Relacionado,Relacionado,Muy relacionado,Entretenida,Útil,Obligación,Moderna,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Totalmente relacionado,Relacionado,Mexico
Hombre,21,21 a 24,Unión Libre,Trabajo y Estudio,C+,Sí,No,Sí,No,Sí,Sí,No,Supermercado,No,Sí,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,1 a 10,Sí,No,Universidad Incompleta,Diplomado / Maestria,Universidad Completa,Sí,Sí,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,No,Sí,Por lo menos 1 o 2 veces por semana,No,No,No,No,Sí,Sí,Por lo menos una vez por semana,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Irrelevante (no importante),Atractiva (Buena),Inútil,Injusta,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Entretenida,Útil,Obligación,Obsoleta,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Relacionado,Mexico
Mujer,24,21 a 24,Soltero,Trabajo y Estudio,AB,Sí,No,Sí,No,Sí,Sí,No,Supermercado,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,1 a 10,Sí,No,Universidad Incompleta,Diplomado / Maestria,Universidad Completa,No,No,No,No,No,Sí,Sí,Sí,Agradables,Entretenidas,Útiles,Indiferentes,Poco relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Muy relacionado,Sí,No,No,No,Sí,No,No,No,1 o dos veces por semana,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,Una o dos veces al mes,Sí,Sí,No,No,Sí,Sí,Por lo menos una vez por semana,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,Sí,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Entretenida,Útil,Obligación,Moderna,Totalmente relacionado,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Relacionado,Mexico
Hombre,18,18 a 20,Soltero,Estudio,C,Sí,Sí,No,No,Sí,Sí,No,Supermercado,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Ninguno,No,No,Preparatoria Completa,Universidad Completa,Universidad Completa,No,No,No,No,No,Sí,Sí,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,Sí,Sí,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,Por lo menos 1 o 2 veces por semana,Sí,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,No,No,Irrelevante (no importante),Atractiva (Buena),Inútil,Injusta,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Totalmente relacionado,Aburrida,Útil,Obligación,Obsoleta,Totalmente relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Mexico
Mujer,15,15 a 17,Soltero,Estudio,C+,Sí,Sí,No,No,Sí,Sí,No,Supermercado,Sí,Sí,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,1 a 10,No,No,Secundria Completa,Universidad Completa,Universidad Completa,No,Sí,No,No,No,No,No,Sí,Desagradables,Aburridas,Inútiles,Indiferentes,Poco relacionado,Muy relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Nada relacionado,Nada relacionado,Muy relacionado,Relacionado,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Relevante (importante),Repulsiva (Mala),Útil,Injusta,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Poco relacionado,Totalmente relacionado,Poco relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Entretenida,Útil,Obligación,Obsoleta,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Mexico
